gene_name	norm_DE
FMO4	9.713702454937016e-5
WBP1	9.70685549363835e-5
GALNT13	9.705491929332898e-5
PKP2	9.702938764608585e-5
ULK4	9.702938764608585e-5
WDFY4	9.702004191875211e-5
ERRFI1	9.701286070686425e-5
ZNF681	9.693004110058392e-5
TREM1	9.692749944195888e-5
GALR3	9.692749944195888e-5
HS6ST1	9.692749944195888e-5
ISM2	9.685593140077856e-5
MYOM1	9.685593140077856e-5
STRA6	9.685593140077856e-5
SEMA6D	9.685593140077856e-5
TAFA3	9.685593140077856e-5
UBE2J1	9.677359720843459e-5
SRSF12	9.675003425041253e-5
NPAS3	9.672189358552698e-5
LRRC58	9.672189358552698e-5
NBPF9	9.672189358552698e-5
WAS	9.671234123989128e-5
MFSD1	9.671234123989128e-5
C20orf204	9.671234123989128e-5
CD6	9.670481032806558e-5
SRGAP1	9.662499371195188e-5
PCDHGB5	9.65095443743167e-5
PDCD5	9.648425531231887e-5
IL1R2	9.64252077763456e-5
TBRG1	9.64252077763456e-5
CLCNKB	9.641136936384114e-5
ZNF804A	9.63183186623283e-5
TRANK1	9.629715305881942e-5
RAB18	9.626862367362966e-5
RASGEF1B	9.622146253071491e-5
FLVCR2	9.62201248096815e-5
PCNX1	9.621144128759054e-5
TEX49	9.617396202541891e-5
LMF2	9.610184840750893e-5
TM4SF5	9.609629393586183e-5
ZNF805	9.609629393586183e-5
DAZAP1	9.607353187465277e-5
FAM126B	9.605870237414826e-5
SCD	9.60392043991588e-5
COL26A1	9.60392043991588e-5
ENHO	9.60392043991588e-5
SEPTIN6	9.602018564249406e-5
PTK7	9.601746284194264e-5
SOX5	9.59163358158453e-5
CD81	9.587162743163808e-5
TAB3	9.587162743163808e-5
DYNC2I2	9.579942098436226e-5
CENPN	9.578601197802345e-5
SLC25A36	9.577834351023441e-5
MSLN	9.572282209838053e-5
DRAP1	9.572282209838053e-5
SMN1	9.571283668364642e-5
SLC38A5	9.568226815498912e-5
RARB	9.566662745745083e-5
IL11RA	9.566491955439541e-5
TESK2	9.564543128445716e-5
NCBP3	9.564543128445716e-5
HHLA1	9.564543128445716e-5
PZP	9.557105302309233e-5
BRCA1	9.55472046839507e-5
SNX20	9.55247436053091e-5
SLC23A3	9.546647166647321e-5
POMP	9.546574969836996e-5
ELOA2	9.542043939071735e-5
MAPRE3	9.537899388641298e-5
TLCD2	9.535892455754179e-5
TMPRSS2	9.531659370930185e-5
GTSF1L	9.530094325876144e-5
CCNJL	9.530094325876144e-5
CLPTM1L	9.526701613972516e-5
CCL22	9.5250050192767e-5
BYSL	9.524553026528047e-5
RNF141	9.51719981939246e-5
SNTB2	9.517180085100484e-5
LRRFIP1	9.516962048443455e-5
ARPC1A	9.516962048443455e-5
ABRAXAS2	9.516377441172776e-5
PSMD13	9.511992006861092e-5
PPCDC	9.507244026477033e-5
MPHOSPH9	9.50644115996866e-5
OTOF	9.497043839365798e-5
EAPP	9.497043839365798e-5
NLRP1	9.495754200555772e-5
FLRT3	9.495754200555772e-5
ZNF112	9.495001294219719e-5
JOSD1	9.4924924765292e-5
NAA60	9.4924924765292e-5
ZNF267	9.4924924765292e-5
C14orf132	9.4924924765292e-5
ADA2	9.491154986597197e-5
DCN	9.49115231584189e-5
ZC3H7B	9.485955309190034e-5
RPS10	9.485372825515965e-5
RBMX2	9.483441946586529e-5
ILDR1	9.483373776418471e-5
SMARCA4	9.482261920083037e-5
ZKSCAN8	9.482261920083037e-5
ISM1	9.477803070804236e-5
ABHD16A	9.477721196787003e-5
TLR9	9.477067455313185e-5
NOP16	9.470667174754486e-5
TENM3	9.470667174754486e-5
CELA1	9.467270152606253e-5
OR2L3	9.467270152606253e-5
CAMK2G	9.46209455353327e-5
RFX2	9.460178928540605e-5
MICOS10	9.455742964930457e-5
HTRA1	9.455636294960544e-5
OR51I1	9.453804526661638e-5
RREB1	9.45174269465796e-5
TPRN	9.448942472002192e-5
VWA7	9.436479132082063e-5
ABAT	9.435417128506823e-5
AC244197.3	9.434556094487489e-5
MOGS	9.421113886935381e-5
ARHGAP15	9.420862708822858e-5
LYST	9.420862708822858e-5
GRB7	9.416402236911446e-5
DNAH6	9.412972590535402e-5
TCHH	9.407105590220536e-5
OR13G1	9.407105590220536e-5
FGD1	9.405814138941176e-5
ATP10D	9.402981440012487e-5
ADAMTS9	9.400327440763492e-5
ANKRD18B	9.399204266590305e-5
DPEP2	9.393845671751658e-5
SNX1	9.39205572939265e-5
MVB12A	9.39205572939265e-5
C11orf45	9.390321440230575e-5
S1PR2	9.38980515084533e-5
PHLPP1	9.386171418471976e-5
SQLE	9.38498174403353e-5
IFI35	9.384732074226945e-5
CNOT3	9.384732074226945e-5
CUTC	9.384732074226945e-5
CCNI2	9.384732074226945e-5
MCOLN2	9.382718696123157e-5
HR	9.380880584953263e-5
BACH1	9.380473499460901e-5
OR2L5	9.380473499460901e-5
ABCC6	9.379837858830452e-5
C2orf80	9.376000304517542e-5
PSIP1	9.374872224311316e-5
H4C12	9.374207151502423e-5
MRPS9	9.366725367393229e-5
DCAF15	9.356738820314612e-5
PLCB2	9.356738820314612e-5
INO80D	9.354992963431234e-5
GRAMD1A	9.352428460008057e-5
SMAD1	9.352428460008057e-5
GET1	9.352428460008057e-5
GOLGA8B	9.344002536639033e-5
MXD1	9.33061451477338e-5
ZNF865	9.327095960824988e-5
AASS	9.32664989896125e-5
CAVIN4	9.325859427961439e-5
GPD2	9.325066772442929e-5
RUBCNL	9.322741818601471e-5
ZNF821	9.320025555953801e-5
STX16	9.308622877629441e-5
BMX	9.305393502166958e-5
GPCPD1	9.302865295945463e-5
PDCD4	9.291163278467732e-5
NEDD9	9.283119555950966e-5
AFF2	9.283119555950966e-5
TTC24	9.282494273621568e-5
CCN2	9.28095231248967e-5
CDH23	9.277713016196238e-5
RASAL2	9.27744440263135e-5
ATXN1	9.27744440263135e-5
TACR1	9.268715881450472e-5
PGF	9.26794479216825e-5
PLBD2	9.26456863460694e-5
IFRD1	9.263649291814865e-5
CCDC40	9.263029938066257e-5
HP1BP3	9.259168897100332e-5
OR2L13	9.259168897100332e-5
C22orf15	9.25067152796357e-5
ITGA7	9.247369800919166e-5
LRRC8C	9.247369800919166e-5
ABCC1	9.2338884041791e-5
PNOC	9.2338884041791e-5
TTI2	9.231288181492615e-5
SLC22A25	9.231288181492615e-5
MDH1B	9.2305546149561e-5
SSH1	9.22894589763292e-5
CDC42BPA	9.226627348283637e-5
TREML4	9.224304497842538e-5
RDH16	9.222254263512931e-5
ZBTB4	9.212646308412829e-5
SLC4A8	9.200102527391484e-5
SOX7	9.19876999213689e-5
OR7A5	9.19876999213689e-5
FAM110C	9.195392971344022e-5
ANP32A	9.191557610712173e-5
TYROBP	9.179670360004461e-5
GNG7	9.179670360004461e-5
ARVCF	9.177916526185595e-5
PHYH	9.177916526185595e-5
FAM78A	9.177916526185595e-5
KATNB1	9.17537248160214e-5
MBD6	9.172850545624783e-5
IL17REL	9.164846881746015e-5
PRKAR1B	9.161387217236317e-5
TMEM38A	9.146223678575725e-5
SYTL5	9.146223678575725e-5
FAM102A	9.146223678575725e-5
HIC1	9.146223678575725e-5
TXNDC8	9.146223678575725e-5
FOXO1	9.126960775721812e-5
MAG	9.125062724260369e-5
SH3D21	9.121173017069893e-5
PEBP4	9.11550072982322e-5
ITGA9	9.113141395954533e-5
RHOB	9.113061636623057e-5
CDC40	9.113061636623057e-5
NOTO	9.112520304299171e-5
MYBL2	9.11237772580648e-5
PARP12	9.095479836895669e-5
RIF1	9.095479836895669e-5
DNAJB5	9.095479836895669e-5
SLC9A3R1	9.095429777013674e-5
MGAM2	9.095102330792679e-5
KCNG2	9.095062936107484e-5
RAI14	9.087686477375854e-5
PLXNC1	9.087048202225074e-5
ITGB6	9.086589805576867e-5
TMEM119	9.085239185619531e-5
GRAMD4	9.081790359984039e-5
CPLX2	9.081158684204011e-5
P2RY13	9.081158684204011e-5
HSFX4	9.077179353982208e-5
YTHDC2	9.077047649825923e-5
ANXA1	9.077047649825923e-5
LPAR4	9.070866170275037e-5
CHD4	9.063403260306967e-5
ARHGAP1	9.056854629265974e-5
KCNA5	9.05612841307883e-5
COPS5	9.039960743756321e-5
ILKAP	9.039398512041753e-5
BSDC1	9.034720306551229e-5
MISP	9.031212417508174e-5
CADPS	9.031212417508174e-5
GOLGA7B	9.030558355691577e-5
SYNPO2	9.023361489284457e-5
CA5A	9.023361489284457e-5
IL24	9.017372026538305e-5
SPOCK2	9.007318237104173e-5
APOLD1	8.999151482171275e-5
BTBD6	8.995144180285509e-5
TNNT1	8.99102801034093e-5
GALR2	8.989098554678887e-5
KCTD10	8.98589790667764e-5
CEP131	8.979623917854092e-5
GOLGA8F	8.978721934368716e-5
SRSF2	8.978721934368716e-5
BEGAIN	8.978721934368716e-5
GLIPR2	8.974591101814854e-5
KIF24	8.974591101814854e-5
CXorf65	8.974440953063916e-5
DTWD2	8.972909651326568e-5
MDGA1	8.967102973611475e-5
EPPK1	8.962954519175075e-5
L3MBTL1	8.959330605120427e-5
ASB13	8.959330605120427e-5
GUCY2F	8.950393432973566e-5
CACNA1H	8.950327542775473e-5
NKTR	8.947737610025676e-5
MAP2K6	8.945612536453893e-5
PRPF39	8.945612536453893e-5
PLXNA1	8.943876448274757e-5
ZSCAN23	8.941136756101365e-5
TLX2	8.932800646464109e-5
AMIGO1	8.925303370543545e-5
ACADS	8.913955009958803e-5
CNNM1	8.9138153654258e-5
GATAD1	8.909479113877261e-5
FNDC5	8.905592464470674e-5
CR2	8.902165709620664e-5
PCDHGA6	8.90162363176194e-5
DCUN1D1	8.886454668564754e-5
RYK	8.886454668564754e-5
PSMB2	8.881076186256384e-5
SNX4	8.880244662439165e-5
GPSM3	8.868049336235223e-5
MAP4	8.867897879858151e-5
CACNB2	8.861845910519799e-5
BTG1	8.860874954337417e-5
SBK1	8.860874954337417e-5
FBXW2	8.860007515830228e-5
MPZ	8.859178416722954e-5
N4BP2	8.836165278826587e-5
SMO	8.836165278826587e-5
SERPINB1	8.823805744678365e-5
KCNN4	8.823751126787743e-5
BEST3	8.821457492562465e-5
CXorf38	8.821457492562465e-5
KIAA0513	8.819033776728737e-5
MTMR11	8.817763851129708e-5
DOCK6	8.811080177404282e-5
WRNIP1	8.807852946086695e-5
CCDC159	8.807852946086695e-5
RIPK4	8.800026112843791e-5
MPEG1	8.798231184508929e-5
ZNF326	8.793281850441207e-5
RYBP	8.779063119397541e-5
MMP8	8.777085051338602e-5
TMEM106A	8.777085051338602e-5
INTS6	8.776767349235813e-5
ZNF230	8.776767349235813e-5
CCDC78	8.774865091432239e-5
CCDC15	8.767360614484783e-5
TXLNG	8.756615059367701e-5
DUSP11	8.756615059367701e-5
FOXO3B	8.755996077696768e-5
FOXQ1	8.753744704322642e-5
SRRD	8.748718807626901e-5
HECTD2	8.748140950311975e-5
SLC17A5	8.748096006129603e-5
KCNMB4	8.746098378464066e-5
SLC23A2	8.745646570418265e-5
SAG	8.73885455233688e-5
ADAMDEC1	8.735164036170981e-5
CLPB	8.735164036170981e-5
SAFB2	8.726059030971538e-5
BPNT1	8.725031608907586e-5
KRT24	8.718778632180833e-5
MAP3K2	8.709442902713694e-5
HYAL2	8.7070593998007e-5
SPDYE2	8.703873221120098e-5
MUL1	8.702366426434994e-5
FANCG	8.699926054127963e-5
PBK	8.69613073148127e-5
RPAIN	8.693843777702867e-5
SYNPO2L	8.693843777702867e-5
MEI1	8.693843777702867e-5
PRRT1	8.693843777702867e-5
POLK	8.693657014243996e-5
CLDN16	8.690282042855897e-5
BBS5	8.68799720841449e-5
MRRF	8.684898680777789e-5
LURAP1L	8.684474735693996e-5
PTGS2	8.665385720336254e-5
TMEM154	8.660070112530724e-5
SEMA7A	8.658067145506583e-5
PIP5K1A	8.64836421192477e-5
VPS33B	8.634232669098878e-5
CFTR	8.633179211588766e-5
CHAC1	8.633179211588766e-5
MUSTN1	8.630938696863636e-5
SURF6	8.629743560272363e-5
RTF2	8.627904100019866e-5
CRBN	8.624533778856345e-5
RAB3IL1	8.624084893631412e-5
UACA	8.614467215485018e-5
C17orf98	8.61388476661329e-5
EGLN1	8.60989110489167e-5
MIA2	8.60989110489167e-5
ANPEP	8.608306243858673e-5
IL17D	8.605245990909884e-5
SECTM1	8.601266320015875e-5
RAB32	8.596125237320919e-5
PTH2	8.594451239856936e-5
PRPSAP1	8.584773039148424e-5
CTIF	8.583672806473395e-5
ASPA	8.577062347222591e-5
GSAP	8.577062347222591e-5
Z82206.1	8.577062347222591e-5
KIFC1	8.576034274573067e-5
DNAJB2	8.566019753719103e-5
RABGAP1	8.561960360648253e-5
FHL3	8.55984479247514e-5
CTC1	8.553503310223366e-5
CDC42EP3	8.552525214024273e-5
EPHA10	8.552525214024273e-5
C11orf96	8.552525214024273e-5
AP000781.2	8.552152214226517e-5
PKD2	8.549083422133078e-5
CCDC192	8.527627364444569e-5
OOSP1	8.525931910999702e-5
GAPT	8.524717533825873e-5
BDH1	8.522515188564088e-5
OSMR	8.522316444420906e-5
C8orf88	8.522316444420906e-5
TUSC3	8.52104158083426e-5
NIPSNAP2	8.52104158083426e-5
COQ7	8.52104158083426e-5
PGM2	8.52104158083426e-5
DDX58	8.520692667899546e-5
MEAK7	8.514561223986472e-5
KISS1	8.514561223986472e-5
PIP	8.513726117129212e-5
KLRG1	8.509483407650088e-5
MOCS2	8.506659167747675e-5
DENND10	8.505099884013721e-5
SSUH2	8.505099884013721e-5
METTL22	8.504742173610586e-5
STARD10	8.500849210133116e-5
RPL3L	8.496549360437548e-5
TLR5	8.496549360437548e-5
C9orf57	8.496549360437548e-5
MAGEB2	8.489806949179207e-5
PIKFYVE	8.489806949179207e-5
ENAH	8.489806949179207e-5
SEC24D	8.483719851575273e-5
PTCD3	8.478129622711082e-5
JMJD7	8.477349968593028e-5
CRIP3	8.471358448055445e-5
PRRG1	8.471103763805598e-5
GOLT1B	8.466926060371578e-5
IL17RC	8.466926060371578e-5
PPIE	8.464580962944819e-5
FLRT1	8.464580962944819e-5
HBZ	8.464580962944819e-5
IFFO2	8.464580962944819e-5
KTI12	8.464580962944819e-5
C5AR2	8.462683505496734e-5
SPTAN1	8.46103831245766e-5
CA6	8.460158281661967e-5
FUT11	8.455567209015861e-5
HSD17B8	8.455567209015861e-5
ATP2A1	8.45357959609201e-5
MFSD6L	8.450711621212958e-5
PCBP1	8.447699629867631e-5
BID	8.445231755791669e-5
HPGD	8.44345655703215e-5
SLC30A4	8.439777437852841e-5
AKTIP	8.43314593366272e-5
PAPSS1	8.429643783596867e-5
CALN1	8.429643783596867e-5
TGFA	8.429287020704742e-5
SPOCK3	8.42774142402755e-5
IL17RD	8.414581817163006e-5
NAA35	8.41050843452227e-5
RGS6	8.406070391360077e-5
ZDHHC3	8.402922251456862e-5
RASAL3	8.398063992619295e-5
CDH3	8.394045107485462e-5
RHOBTB2	8.390853546800174e-5
SCN8A	8.390853546800174e-5
NOTCH4	8.390853546800174e-5
COG8	8.390853546800174e-5
HES4	8.388687118801778e-5
ASRGL1	8.385791043739365e-5
KRT16	8.385791043739365e-5
FAM174B	8.381250202168962e-5
TNNT3	8.378060639098037e-5
SLAIN1	8.37669799354537e-5
MEGF11	8.371853851598637e-5
EID2B	8.371853851598637e-5
ZCCHC2	8.37084657178127e-5
ERGIC1	8.361805865684252e-5
ZPR1	8.357375684033878e-5
DCK	8.357375684033878e-5
ST6GALNAC6	8.341819906534855e-5
VIM	8.341203443245547e-5
FAS	8.341203443245547e-5
TUBB6	8.341203443245547e-5
AVL9	8.339545005108785e-5
ARHGEF28	8.333002130205416e-5
PPARA	8.33276705993621e-5
C1orf122	8.33276705993621e-5
LTB4R2	8.326889789424042e-5
ZNF362	8.320526099987209e-5
HMGXB4	8.313967898289094e-5
FOLR1	8.308954368728789e-5
GPBP1L1	8.308743953127822e-5
DIPK2A	8.308743953127822e-5
RBP3	8.308743953127822e-5
MRE11	8.306728051925077e-5
TINF2	8.306372544864313e-5
FOXL1	8.306372544864313e-5
PPP3CA	8.305107290816334e-5
GPR61	8.305107290816334e-5
NR1H3	8.303969669603806e-5
FUBP3	8.301626866048829e-5
PHF13	8.300320667943213e-5
PPP4R1	8.299714337240633e-5
DHX58	8.297916329159505e-5
UBQLN3	8.29541901202675e-5
STN1	8.286143996637349e-5
EMC7	8.286143996637349e-5
IQANK1	8.283586926599316e-5
TMEM67	8.283153940080132e-5
HSDL1	8.281262791509621e-5
CENPM	8.280811477712942e-5
IRGM	8.27610890325979e-5
TOR1B	8.267105479364808e-5
CD164	8.266992775220665e-5
XCL2	8.266992775220665e-5
HPSE	8.266992775220665e-5
CABYR	8.266883840380069e-5
ACAP1	8.264187166178566e-5
CGREF1	8.257318289694615e-5
POLR1D	8.255996088011104e-5
FLNC	8.253294726133464e-5
AUTS2	8.253294726133464e-5
COA8	8.252848048788672e-5
LAMA4	8.2522909470733e-5
C12orf76	8.2522909470733e-5
TPCN2	8.251099178126056e-5
PRKAR2B	8.249613722021783e-5
FAM171A1	8.244921939723608e-5
HMG20A	8.242817571226782e-5
FAM20A	8.241913011282e-5
AOX1	8.241913011282e-5
JCAD	8.241073232332563e-5
PABPC1L	8.236446601521471e-5
WDR48	8.235765141901898e-5
ZBTB2	8.235765141901898e-5
BTAF1	8.229973485929864e-5
IKBIP	8.229863618343336e-5
PIAS2	8.22849304539956e-5
ATOX1	8.22849304539956e-5
H3C7	8.22849304539956e-5
NOL11	8.22705588208218e-5
TENT5B	8.226719301653563e-5
FUZ	8.226424219055817e-5
TBX20	8.225248311771966e-5
CFAP46	8.21814464834261e-5
SEMA5A	8.214990875587323e-5
CYTH4	8.21135983429354e-5
TPSAB1	8.209319838804552e-5
GPR84	8.206764718351981e-5
HDX	8.202556688517076e-5
SMCO2	8.202556688517076e-5
PROSER1	8.20159553912315e-5
BLOC1S6	8.199293317075054e-5
ZNF697	8.199032687051537e-5
REXO5	8.197546255078622e-5
STX12	8.197546255078622e-5
TRIM39	8.196037045751869e-5
ANKUB1	8.195672560819876e-5
ADAM22	8.19498349960842e-5
MRC2	8.19498349960842e-5
IL37	8.19498349960842e-5
ADIPOR1	8.19498349960842e-5
TRMT44	8.191492932398763e-5
GYS1	8.187547761348016e-5
ATP13A3	8.187547761348016e-5
UGGT2	8.187099858166167e-5
SNORC	8.186488552932427e-5
RAB36	8.185382819862835e-5
INO80	8.185382819862835e-5
FSIP2	8.182598383101818e-5
SUSD1	8.177206738104527e-5
ATP6V1A	8.168972661148503e-5
ARNTL	8.168972661148503e-5
KHDRBS1	8.167867752504746e-5
BLK	8.1678534519143e-5
AZI2	8.155596030972727e-5
SPATA13	8.154986854404311e-5
SEPTIN8	8.154760462621037e-5
ZUP1	8.149256088688187e-5
NECTIN4	8.146122306422541e-5
H3C2	8.145615534784127e-5
AATK	8.145306825476779e-5
AL049779.1	8.145306825476779e-5
SSC4D	8.143490376652e-5
PREP	8.143197947469235e-5
CTBP2	8.141063014697732e-5
NBL1	8.137778500638115e-5
PDGFRA	8.135323726237447e-5
SIGLEC7	8.133725758624157e-5
AVPI1	8.131789558593058e-5
NR1I2	8.129590471806946e-5
RBM42	8.128756556131745e-5
INTS1	8.127246201293934e-5
LMO4	8.126946885476831e-5
TNFSF4	8.123740441332113e-5
ATP8B3	8.108798664389567e-5
MAP1A	8.105714335712243e-5
TGM7	8.100427786052423e-5
AC013394.1	8.100427786052423e-5
RET	8.097352395432043e-5
RASL11B	8.096626102443675e-5
PHC1	8.091224431203413e-5
SLC16A3	8.089378635061915e-5
NFX1	8.086914633219002e-5
LDHA	8.08009810270103e-5
KXD1	8.075646635405539e-5
AIG1	8.066282949278562e-5
AAMP	8.065585317567771e-5
IL1RAP	8.062575288711412e-5
TP53I11	8.062517811383555e-5
GRIN2C	8.061336141051791e-5
THSD7A	8.06059293151127e-5
MEX3B	8.059487899423536e-5
TSEN15	8.053344807060666e-5
ATP8B1	8.051232598600814e-5
SLC2A14	8.048186491559144e-5
TMEM98	8.045294614431914e-5
GLG1	8.045294614431914e-5
ITSN1	8.044718842756939e-5
MMP28	8.043830678920486e-5
MLEC	8.041984346144468e-5
RAB11FIP5	8.041984346144468e-5
GADL1	8.041984346144468e-5
TMEM100	8.041984346144468e-5
CLEC4F	8.041223127066058e-5
CPNE6	8.038104407066455e-5
KCNT2	8.037054463725086e-5
TLE6	8.027512636044457e-5
QTRT2	8.022688883930443e-5
DZIP3	8.012678059860097e-5
NFIX	8.001647574424348e-5
PADI6	7.997546854165966e-5
CD200	7.991245834403198e-5
MCMBP	7.991245834403198e-5
CHPF2	7.986299019546362e-5
IFNA2	7.986299019546362e-5
ANGPTL8	7.985231435564643e-5
ZFC3H1	7.977149670575215e-5
PARD6G	7.974198017885374e-5
RDH11	7.97415583141118e-5
OR2AK2	7.97415583141118e-5
DCUN1D5	7.970615431960672e-5
NID1	7.968757184555666e-5
LMO1	7.966986503101882e-5
SHPK	7.966986503101882e-5
NEK5	7.956892781747816e-5
CA11	7.955308350413406e-5
FCAR	7.954251629170807e-5
LRTM2	7.950052537157705e-5
RNF144B	7.949586509580276e-5
LRP2	7.946092898937092e-5
SLC31A2	7.946092898937092e-5
SHANK1	7.93924608043683e-5
TET1	7.929605807506821e-5
CDRT15	7.928989929277543e-5
PCDH10	7.925583459487367e-5
EOGT	7.925583459487367e-5
UBE2Q2	7.92389474216375e-5
EEF2K	7.912836043898887e-5
PLIN3	7.906641290690418e-5
KHDC4	7.906641290690418e-5
JSRP1	7.899602731087306e-5
ARFGAP3	7.898246561695798e-5
SBK2	7.895157055689545e-5
CNEP1R1	7.894975770871393e-5
DIDO1	7.894117498294864e-5
KCTD18	7.889400582396309e-5
TBXAS1	7.886421319533039e-5
PMS2	7.880304821412091e-5
TUBGCP2	7.880304821412091e-5
RBM44	7.879253543729072e-5
CFAP57	7.877933794276527e-5
ANKDD1A	7.875778886488718e-5
TBC1D31	7.873484301045014e-5
TPH1	7.865016167555271e-5
MANBAL	7.862206075465678e-5
RAN	7.862206075465678e-5
ERG28	7.861635849578215e-5
NOL3	7.861635849578215e-5
PARVA	7.861253114279522e-5
RIC8B	7.860589914310883e-5
PCDHB3	7.860589914310883e-5
VAMP8	7.860589914310883e-5
TNN	7.859383354040811e-5
PARP9	7.853721447519448e-5
ZBED2	7.847500845510361e-5
CEBPD	7.842236045203603e-5
APOBEC3H	7.840769377439772e-5
PEDS1	7.840616061105247e-5
PAF1	7.838902394141454e-5
ZNF852	7.8271319120292e-5
SMARCA5	7.82388029162064e-5
ARRDC2	7.821476811914309e-5
TNFSF12	7.819803745125462e-5
PKIB	7.817941692076736e-5
WT1	7.815851879546676e-5
DEF6	7.812998422164377e-5
LCK	7.806719371524546e-5
PFDN5	7.801296455188958e-5
COMTD1	7.800229184782037e-5
AC001226.2	7.800229184782037e-5
KLHL31	7.799139441017251e-5
OTUD1	7.795507562691251e-5
PRKD1	7.795507562691251e-5
SAMD10	7.794030880645879e-5
KDM4B	7.788615992516837e-5
SERPINC1	7.787151951862898e-5
CYSLTR2	7.787008649366545e-5
NME9	7.787008649366545e-5
RNF20	7.779588697503934e-5
RILPL2	7.779400123823928e-5
ACCS	7.773118685818468e-5
SOHLH2	7.765543845769647e-5
DCBLD1	7.765543845769647e-5
SI	7.76416803809941e-5
TOX	7.76416803809941e-5
PIGS	7.763443151708013e-5
NAP1L5	7.763443151708013e-5
PITPNM1	7.755441813143645e-5
TRAF5	7.751031842739618e-5
PCSK5	7.750179169889316e-5
POLR3F	7.750179169889316e-5
NTRK3	7.750179169889316e-5
CST6	7.750179169889316e-5
NKRF	7.750179169889316e-5
LY6G6C	7.750179169889316e-5
ZNF83	7.74981852464114e-5
ZNHIT6	7.746402262256131e-5
DRD5	7.741137450052966e-5
CCDC60	7.741137450052966e-5
LMBR1	7.73970375959794e-5
VPS28	7.73970375959794e-5
P2RY14	7.738463870112002e-5
PYCR3	7.735943504346348e-5
BIN2	7.73471005463655e-5
KCNJ16	7.731209951769973e-5
TUFT1	7.716998628568872e-5
DPH1	7.713457073405589e-5
ABLIM2	7.713457073405589e-5
SLC22A17	7.703053684786312e-5
FCGR2A	7.703053684786312e-5
CLDN19	7.701902718874097e-5
DYNLRB1	7.693211205033989e-5
ELANE	7.693211205033989e-5
CCR4	7.689989978944434e-5
FGF9	7.6881087574196e-5
ARRDC4	7.686685717767119e-5
PTER	7.686685717767119e-5
CSRP2	7.686685717767119e-5
TGFB1	7.683725550687767e-5
USP49	7.683725550687767e-5
CDH5	7.681047671381074e-5
POLR2B	7.679958404385791e-5
TIAL1	7.679958404385791e-5
AC104472.3	7.679958404385791e-5
AC069544.2	7.677176066523271e-5
C18orf21	7.676650149329596e-5
KIAA0319	7.673837516560703e-5
CDKL1	7.664190755239488e-5
SLC12A9	7.663973849944286e-5
MBOAT7	7.66302656754816e-5
EPS15L1	7.661745862429573e-5
MFSD8	7.661553957746586e-5
TRO	7.660587339044833e-5
RBM45	7.660488540358815e-5
MND1	7.660097214352965e-5
TAS1R2	7.657846039332078e-5
HBA2	7.64940870887744e-5
SLC35E2B	7.648792903266058e-5
AP001267.5	7.646937584083678e-5
FUT5	7.643532001849172e-5
ICMT	7.637118545457427e-5
POLH	7.634808271499813e-5
IP6K1	7.631864787082576e-5
COX17	7.631856098070932e-5
SLC2A4RG	7.62956049170411e-5
ALKBH4	7.62956049170411e-5
SMYD3	7.62956049170411e-5
TCTN1	7.622212621162015e-5
FBXO36	7.622126479328058e-5
LMX1B	7.615970977541844e-5
GALNTL6	7.615970977541844e-5
GLOD4	7.612206038710047e-5
AMDHD2	7.607248641126692e-5
CLCN6	7.603486912676261e-5
BRD2	7.603486912676261e-5
MS4A7	7.601438847185803e-5
OR10K2	7.600497785793559e-5
DNAI4	7.598962966536323e-5
PHF11	7.598307707663154e-5
MBD4	7.592820229921293e-5
AGRP	7.588502114963632e-5
TAX1BP3	7.586336203690637e-5
HFM1	7.586305564251315e-5
CFL2	7.586305564251315e-5
STAR	7.584060399616013e-5
SMPD4	7.578161452651407e-5
CALCB	7.577567120896284e-5
EIF5B	7.577395141897589e-5
CR1L	7.577395141897589e-5
CERK	7.574638819071678e-5
TTC25	7.574359171057145e-5
ZNF630	7.574359171057145e-5
ZNF575	7.57287162989806e-5
GALK1	7.570420827767948e-5
SNX22	7.570420827767948e-5
CNTROB	7.56888480678845e-5
MTFP1	7.559831155279869e-5
CLEC4D	7.558945004826674e-5
HSPA4L	7.556852494830643e-5
LVRN	7.556738602674574e-5
SF3A2	7.553949112329121e-5
ZSCAN31	7.551327964598853e-5
FBXO33	7.548773385893558e-5
ITGAL	7.547300986901075e-5
KCNJ11	7.545302001282679e-5
NLGN3	7.544286172704322e-5
VAMP7	7.54145923121924e-5
STAM	7.54145923121924e-5
TRAPPC2L	7.54145923121924e-5
GPRIN3	7.54145923121924e-5
EDDM3B	7.538368102677375e-5
PJA2	7.53734171250997e-5
TAL1	7.537287820266831e-5
COL8A2	7.536996613871211e-5
APH1B	7.53608395095419e-5
RORA	7.535031110800965e-5
TMBIM4	7.535031110800965e-5
H4C6	7.534366093994741e-5
CEPT1	7.525673214378982e-5
KIAA0825	7.525673214378982e-5
PTPRS	7.523242261347651e-5
ING5	7.522645818909787e-5
ROBO2	7.522645818909787e-5
RFPL4A	7.522645818909787e-5
MPHOSPH6	7.51639401690256e-5
LRRC18	7.51639401690256e-5
RPS27L	7.514486793517616e-5
OR2L8	7.509321518971726e-5
RAP1A	7.507163172383907e-5
CFAP20DC	7.505257791076926e-5
ERFL	7.503501834634083e-5
DYRK3	7.495508027950463e-5
IFIT1B	7.495508027950463e-5
OR7D2	7.486670649165727e-5
TTC19	7.481541136330526e-5
URB1	7.477133057586173e-5
FHIT	7.475819023722592e-5
