"","norm_DE"
"TRIM16L",6.42708069066772e-05
"PRSS1",6.42708069066772e-05
"C12orf75",6.42451631243937e-05
"ANKRD10",6.4234690945458e-05
"NTRK2",6.41989525091931e-05
"CXCL14",6.41159243281639e-05
"CYP3A7",6.41159243281639e-05
"ELOA3B",6.41159243281639e-05
"PARN",6.41143973179461e-05
"LGI4",6.41143973179461e-05
"CD300C",6.41143973179461e-05
"TEX53",6.41048051245386e-05
"PSEN1",6.40245445869551e-05
"LGALS1",6.40245445869551e-05
"ZNF567",6.40245445869551e-05
"RAF1",6.40174392319782e-05
"COA5",6.40146884864095e-05
"APOA5",6.40118742010658e-05
"IKBKG",6.39614035451387e-05
"ELOVL6",6.39558020993829e-05
"GNAT3",6.39558020993829e-05
"SPTBN5",6.39539916701859e-05
"CARM1",6.39539916701859e-05
"CCDC180",6.39539916701859e-05
"PIGQ",6.39423458114558e-05
"AGXT2",6.39312830783532e-05
"UNC45A",6.38865647193948e-05
"TMEM253",6.38804300508496e-05
"CGRRF1",6.38489802229992e-05
"ADPRM",6.38317993409486e-05
"AFTPH",6.38201222873986e-05
"FBXL22",6.38144605043323e-05
"RIN3",6.37918160447847e-05
"VGLL3",6.37639046722175e-05
"BCL2A1",6.375970463157e-05
"EEF1A2",6.3693605973796e-05
"SLX1A",6.36870121043142e-05
"BEND4",6.36870121043142e-05
"UBE2A",6.36541791462476e-05
"C4orf47",6.36541791462476e-05
"MAPK8IP2",6.36487004802481e-05
"CIR1",6.36487004802481e-05
"DTNA",6.36121021518588e-05
"ANGEL2",6.36121021518588e-05
"TMEM95",6.36121021518588e-05
"CYBRD1",6.35888778903712e-05
"HCST",6.35888778903712e-05
"RAB3GAP2",6.35783032070381e-05
"RHOT1",6.35721654948624e-05
"SRPK2",6.35721654948624e-05
"WDR33",6.35721654948624e-05
"PHIP",6.35721654948624e-05
"RRM2",6.35721654948624e-05
"ZXDA",6.35248537607875e-05
"MKNK1",6.35151843090475e-05
"A4GALT",6.35151843090475e-05
"OTUD6B",6.35151843090475e-05
"ANKRD28",6.35151843090475e-05
"FBP1",6.34862525290419e-05
"RNF130",6.34556177620819e-05
"LGR4",6.34250867197591e-05
"NCOA4",6.34250867197591e-05
"RLN2",6.33645533291523e-05
"KCNK17",6.3361649320704e-05
"PINK1",6.33459511823907e-05
"RALGPS1",6.33367514634827e-05
"SS18L1",6.33367514634827e-05
"CD8B2",6.33198928280008e-05
"POLG2",6.32783387651898e-05
"EPAS1",6.32694570829148e-05
"HNRNPA1P48",6.32694570829148e-05
"OR1N1",6.32449384805693e-05
"IMPDH1",6.32446184608266e-05
"SLC17A9",6.32412661691624e-05
"RHOQ",6.32308213940058e-05
"GPR161",6.32308213940058e-05
"BZW1",6.32079856543063e-05
"ISCU",6.32079856543063e-05
"MLX",6.3202901626837e-05
"PSMA3",6.31708228915836e-05
"SARAF",6.31343610692031e-05
"BNC1",6.31343610692031e-05
"STIM2",6.31312589409952e-05
"VPS39",6.31207239735059e-05
"AHCYL2",6.31172336746563e-05
"CTDNEP1",6.30921306737636e-05
"IL12RB2",6.30903013734979e-05
"ETV4",6.30610877227828e-05
"PABPN1",6.3056799525952e-05
"SPOCK1",6.30524239006675e-05
"EPOP",6.30034854189196e-05
"DGKZ",6.29487635045083e-05
"OXTR",6.29487635045083e-05
"PYDC1",6.28507540381348e-05
"ZNF286A",6.28507540381348e-05
"ZFP92",6.28507540381348e-05
"SPINDOC",6.28503156946203e-05
"CCDC28A",6.28352721899028e-05
"ARHGAP39",6.28300496684623e-05
"CD86",6.28066041389949e-05
"SYNM",6.28066041389949e-05
"CABP4",6.27972437090329e-05
"KCNIP3",6.27222231023384e-05
"PERCC1",6.27222231023384e-05
"LSM10",6.27151957183608e-05
"SCGN",6.26916276898698e-05
"RAPGEF2",6.26812451876741e-05
"C19orf44",6.26791586265815e-05
"KCNN1",6.26392844709544e-05
"ERCC3",6.26128223969594e-05
"AP4S1",6.26128128209607e-05
"SPNS1",6.2609631106952e-05
"BCL2",6.2609631106952e-05
"KCTD5",6.26058335136681e-05
"NAALADL1",6.26052184356866e-05
"TMEM59",6.25921137262701e-05
"CLSTN2",6.25408576279387e-05
"C15orf61",6.25395851124856e-05
"IL10",6.24863760213672e-05
"RUNX2",6.24397683274687e-05
"ZSCAN10",6.24305047654213e-05
"SMYD2",6.2418980978949e-05
"SPATA12",6.24149650194763e-05
"BBC3",6.24051395653745e-05
"PGA5",6.24025114556428e-05
"SCGB1A1",6.23963962187305e-05
"IKZF2",6.23831616426349e-05
"PRODH",6.23645378293245e-05
"GSK3A",6.23645378293245e-05
"MOB1B",6.23645378293245e-05
"CXCR4",6.23227308855081e-05
"SGK1",6.22338739492624e-05
"SEPTIN11",6.22338739492624e-05
"ATP6V0D2",6.22338739492624e-05
"CCDC189",6.2208779308858e-05
"EBAG9",6.21892032298996e-05
"SSH2",6.21699919905283e-05
"RYR2",6.21689821164761e-05
"NEUROD2",6.21664982159574e-05
"GABRQ",6.21664982159574e-05
"CNOT8",6.20667902509423e-05
"FOXR1",6.20667902509423e-05
"RAB11FIP2",6.2020647113892e-05
"C7orf26",6.2020647113892e-05
"UBALD2",6.2020647113892e-05
"ECI1",6.19607186310531e-05
"LYNX1",6.1882671922939e-05
"C5orf49",6.18691904899407e-05
"BEX2",6.18249644891752e-05
"RETSAT",6.18152592598096e-05
"SEC24A",6.18152592598096e-05
"ZYG11B",6.18152592598096e-05
"FAM160A2",6.1777895114803e-05
"IAH1",6.1776950199432e-05
"MIPOL1",6.1776950199432e-05
"PIK3CD",6.1776950199432e-05
"ZNF12",6.17764609017203e-05
"EFTUD2",6.1742710307575e-05
"VSX2",6.1742710307575e-05
"SLC36A4",6.1742710307575e-05
"TMIGD1",6.1742710307575e-05
"CCNQ",6.1740020890944e-05
"CLEC1A",6.17216736113453e-05
"SPIN4",6.17216736113453e-05
"ALS2CL",6.17194554584406e-05
"ARMCX3",6.17088958695908e-05
"AKT1",6.17088958695908e-05
"NEXN",6.17088958695908e-05
"PLPPR3",6.17008692621639e-05
"AIDA",6.17008692621639e-05
"GOLGA8T",6.1675815589928e-05
"DNER",6.16738019345275e-05
"HOXB3",6.1673746332697e-05
"MGST1",6.15825053712494e-05
"PRKCSH",6.15817697685435e-05
"MARCHF6",6.15693436626246e-05
"MYH14",6.15365720074005e-05
"PRR23B",6.15293856937472e-05
"ZNF738",6.14855728207255e-05
"CDRT1",6.14855728207255e-05
"LMCD1",6.14554050278079e-05
"RUFY2",6.14450264407019e-05
"PRPS1L1",6.14298351609068e-05
"RNASEL",6.13848555864684e-05
"IGF2BP3",6.13546551371671e-05
"HECW2",6.13546551371671e-05
"HPN",6.1354613463086e-05
"C9orf78",6.1354613463086e-05
"SMARCE1",6.13543348144189e-05
"TYW5",6.13543348144189e-05
"BAHCC1",6.13375080957664e-05
"ZNF711",6.13017123191426e-05
"TMEM233",6.13017123191426e-05
"RUNDC3A",6.12749047526192e-05
"SLC4A10",6.12749047526192e-05
"VCP",6.12708285766652e-05
"BHLHE23",6.124532307813e-05
"ACOT11",6.124532307813e-05
"ENTPD7",6.124532307813e-05
"OLFM4",6.12423375975801e-05
"PIGO",6.12423375975801e-05
"AKAP14",6.12423375975801e-05
"PCDH18",6.12423375975801e-05
"SPTBN1",6.11706905518853e-05
"TNFRSF11B",6.11706905518853e-05
"NNMT",6.1163439590323e-05
"LRRN1",6.11006707924464e-05
"TGFBRAP1",6.10835958395941e-05
"TNFSF9",6.10827457735462e-05
"GRIK1",6.10793980695388e-05
"EPS15",6.10735182887259e-05
"DPF1",6.10497184504844e-05
"FBXL18",6.10340339013335e-05
"PLAC1",6.09959663981466e-05
"EPB41L2",6.0989460216114e-05
"OPRD1",6.0989460216114e-05
"RNF111",6.09807916892219e-05
"DUOXA1",6.09749573174835e-05
"KREMEN1",6.09686553389559e-05
"B4GALT2",6.0937008389376e-05
"IRF4",6.0937008389376e-05
"FUT2",6.0937008389376e-05
"MROH7",6.0937008389376e-05
"AL135905.2",6.0937008389376e-05
"TNFRSF19",6.09149017061017e-05
"TGOLN2",6.08963980585426e-05
"C9orf131",6.08827640407176e-05
"ZBTB7C",6.08827640407176e-05
"CALR3",6.08680265202206e-05
"BPIFB3",6.08625593933521e-05
"EIF1B",6.08294164227175e-05
"MYL12B",6.08294164227175e-05
"NRG1",6.0819016230388e-05
"C12orf43",6.0819016230388e-05
"EZR",6.07992329145976e-05
"GATA5",6.0796205682968e-05
"PRF1",6.0796205682968e-05
"SMAP2",6.07796672645408e-05
"BSPRY",6.07520870371417e-05
"IFI27L1",6.07520870371417e-05
"RPF1",6.07497673042247e-05
"LMNTD2",6.07497673042247e-05
"MUC5B",6.0735868330815e-05
"AMY2B",6.06877336030471e-05
"CRIM1",6.06524477725994e-05
"VGLL4",6.06091277166892e-05
"DNAJC7",6.06091277166892e-05
"DUSP14",6.05871354703871e-05
"ATP13A5",6.05788965948496e-05
"CD69",6.05354525023397e-05
"SPECC1",6.05354525023397e-05
"TM2D1",6.05354525023397e-05
"KCNJ1",6.05146100685602e-05
"CTNNA2",6.05065214722109e-05
"RNASEH1",6.05065214722109e-05
"SGK3",6.05020615511877e-05
"TICAM1",6.05015971377701e-05
"RB1CC1",6.04902715816661e-05
"LRRTM2",6.04902715816661e-05
"CCDC174",6.04902715816661e-05
"RAC1",6.04752245029532e-05
"ZNF92",6.04752245029532e-05
"PKN1",6.04440952910397e-05
"NOD2",6.04344235489611e-05
"MXD3",6.03912104431076e-05
"CBX5",6.0381129937674e-05
"AKAP3",6.03344990479641e-05
"ANKRD1",6.03276652160015e-05
"RFLNA",6.03276652160015e-05
"TAS2R5",6.0322063761414e-05
"PDE8B",6.03110963635336e-05
"CGAS",6.03110963635336e-05
"MEDAG",6.02988447458769e-05
"AACS",6.02928078138119e-05
"PRICKLE3",6.02870398642349e-05
"RAB3D",6.02870398642349e-05
"IQCB1",6.02870398642349e-05
"CFAP20",6.02055601894871e-05
"ITLN1",6.0202233834098e-05
"SLC4A9",6.01481895130279e-05
"ACOT2",6.01481895130279e-05
"ARFGEF1",6.00956136459212e-05
"PIK3R5",6.00866742182201e-05
"CHD1L",6.00839009573909e-05
"LRRC25",6.00830966896463e-05
"LRRC45",6.00623134497017e-05
"TAPT1",5.99609618643608e-05
"FAR2",5.99543258264154e-05
"UBA5",5.99543258264154e-05
"GUF1",5.99543258264154e-05
"SELENOT",5.99543258264154e-05
"AGER",5.99496385182062e-05
"USB1",5.99492715602743e-05
"NSUN4",5.99492715602743e-05
"TTN",5.99492715602743e-05
"PPP1R21",5.99198771153488e-05
"PFKM",5.99166435953247e-05
"ACTG2",5.99166435953247e-05
"DNAJC18",5.99166435953247e-05
"AKAP13",5.99166435953247e-05
"DUSP1",5.99155260843279e-05
"CLDN6",5.99051439045348e-05
"ATP6V1G3",5.9842064937723e-05
"TCF12",5.98350019951032e-05
"SLC39A8",5.98109207067646e-05
"UBTD2",5.98107480797184e-05
"GLRA2",5.98006634410214e-05
"RUSF1",5.98006634410214e-05
"GOSR1",5.97825372065611e-05
"RLBP1",5.97800076486018e-05
"SESN1",5.97669350466599e-05
"SFRP5",5.97669350466599e-05
"KIAA1191",5.97669350466599e-05
"LSM7",5.97669350466599e-05
"ZNF710",5.97669350466599e-05
"TLK1",5.97669350466599e-05
"FAM229A",5.97669350466599e-05
"ZNF461",5.97166717280595e-05
"KCNJ14",5.97059831577865e-05
"TATDN3",5.97059831577865e-05
"RSAD2",5.96729736519797e-05
"SLC4A1",5.96637674583679e-05
"SNRNP40",5.96594626386092e-05
"PRKCB",5.96594626386092e-05
"AC004593.2",5.96406297817589e-05
"ARHGEF10L",5.96205177730043e-05
"SURF4",5.95989201531827e-05
"SLC25A39",5.95171894555618e-05
"SRSF11",5.95171894555618e-05
"RUSC1",5.95171894555618e-05
"FRS2",5.95171894555618e-05
"ATG3",5.95156314198471e-05
"LAPTM4A",5.94714616449371e-05
"ALDH16A1",5.94556521018768e-05
"ADCY7",5.94250070417749e-05
"MRM3",5.93842291071112e-05
"HPCAL1",5.93799084165654e-05
"RASGRP2",5.93752409548025e-05
"FHL2",5.93542470726662e-05
"F5",5.93527700394148e-05
"MBNL3",5.93245053902034e-05
"OCIAD1",5.92409552279281e-05
"PTGDR",5.92130821293996e-05
"DQX1",5.91916052297803e-05
"LIF",5.91721795018166e-05
"ARL8A",5.91422737869816e-05
"PRR35",5.91422737869816e-05
"MDFI",5.91335310814763e-05
"G2E3",5.91317699420688e-05
"MED8",5.91264647892755e-05
"GASK1B",5.91264647892755e-05
"SPRN",5.91264647892755e-05
"TMCO1",5.90968323006111e-05
"H2BC5",5.90968323006111e-05
"ABO",5.90968323006111e-05
"ETV7",5.90890756641883e-05
"TRIM27",5.90574053696034e-05
"TMEM128",5.90562442099622e-05
"CRTC2",5.90058008852319e-05
"CNTNAP2",5.90058008852319e-05
"FAM135A",5.89951326124685e-05
"FAM110A",5.89951326124685e-05
"GPRC5A",5.89523228288594e-05
"SNUPN",5.89413184330896e-05
"TLNRD1",5.89283523266655e-05
"LAMTOR1",5.89195554547435e-05
"POMT1",5.89189390491524e-05
"SLC30A3",5.878289706046e-05
"PSD4",5.878289706046e-05
"P2RY2",5.878289706046e-05
"SKOR1",5.878289706046e-05
"RAB23",5.87809975532377e-05
"NUP54",5.87809975532377e-05
"SLAMF1",5.87281925637839e-05
"TCP10L",5.87281699579711e-05
"TSC2",5.87173587223765e-05
"AP001931.1",5.87173587223765e-05
"NTM",5.86428282567409e-05
"C6orf52",5.85587847414533e-05
"RAP1GAP",5.85583844418403e-05
"CCDC33",5.85440388275451e-05
"CFAP94",5.85238300871153e-05
"ZNF8",5.85209901582153e-05
"ZNF222",5.85054816645e-05
"SLC2A8",5.85047114830438e-05
"C2CD5",5.8461285606585e-05
"ST7",5.84547602283248e-05
"DPP7",5.84507806493364e-05
"ADM",5.84319862572238e-05
"CC2D2A",5.84156333501557e-05
"P2RY8",5.84156333501557e-05
"ADCY4",5.8405157235709e-05
"TSG101",5.83949334000919e-05
"SEPTIN4",5.83880982629107e-05
"NCBP2L",5.83880982629107e-05
"METAP1",5.83539760666878e-05
"CHD8",5.8352834873744e-05
"HSPA12B",5.8348564420592e-05
"FRG2C",5.8348564420592e-05
"TRPV6",5.83390513756908e-05
"SLC25A13",5.83361274492297e-05
"VEGFA",5.83361274492297e-05
"SELENBP1",5.83361274492297e-05
"NPAT",5.83361274492297e-05
"TEPP",5.83361274492297e-05
"LRRC37A3",5.83361274492297e-05
"IL9R",5.82901412137303e-05
"PLXDC2",5.82780873209746e-05
"MYT1",5.82564616849979e-05
"ZBTB12",5.81999817965092e-05
"TEX14",5.81624647050591e-05
"ICOSLG",5.81286106932353e-05
"MPP6",5.81251823400993e-05
"PRKRA",5.80994763742399e-05
"USP39",5.8076525259258e-05
"TRARG1",5.8076525259258e-05
"RPAP3",5.80476589779593e-05
"PPP1R12A",5.80476589779593e-05
"FKBP15",5.80476589779593e-05
"NGEF",5.80445886772389e-05
"DYNLL1",5.80364156023885e-05
"ENTPD1",5.80364156023885e-05
"SUGP2",5.8022130312193e-05
"PDE6A",5.80005703420985e-05
"NR2F2",5.79978389662697e-05
"ZNF717",5.79978389662697e-05
"TEX48",5.79978389662697e-05
"TNIP1",5.79386229795667e-05
"USH1G",5.79386229795667e-05
"XKRX",5.79386229795667e-05
"PTHLH",5.79206394032319e-05
"PSMC3IP",5.7894337062355e-05
"MIDEAS",5.78822975140253e-05
"SLC31A1",5.78783076704679e-05
"LEAP2",5.78783076704679e-05
"CSPG4",5.78783076704679e-05
"IQCH",5.77822274965856e-05
"TLR4",5.77822274965856e-05
"MRAP",5.77822274965856e-05
"ACOT6",5.77822274965856e-05
"PTPRB",5.77816080063956e-05
"TIFAB",5.77598533142622e-05
"LYSMD3",5.77506663026589e-05
"NASP",5.7744627559239e-05
"TBC1D1",5.77359090473189e-05
"PLCH1",5.77359090473189e-05
"RELL2",5.77359090473189e-05
"AC092718.3",5.77359090473189e-05
"C2CD2L",5.77293896321615e-05
"ITIH1",5.77116518222222e-05
"NCK1",5.77116518222222e-05
"ZNF624",5.77050322653242e-05
"LSMEM1",5.77048487553591e-05
"SFXN3",5.76854505287769e-05
"CCDC173",5.76854505287769e-05
"ZNF875",5.76854505287769e-05
"GNAT2",5.76705802223526e-05
"AP5S1",5.76557575760478e-05
"SRCIN1",5.76169938418345e-05
"NBR1",5.75943888405074e-05
"GALNT15",5.75490125287454e-05
"STX6",5.75490125287454e-05
"CALR",5.75273268509264e-05
"CAPN7",5.74583580028738e-05
"DNAJC22",5.74583580028738e-05
"SOX10",5.74555432839961e-05
"LRRC38",5.7454608205106e-05
"CNOT2",5.74233915683112e-05
"NR2C1",5.74233915683112e-05
"SLC45A1",5.74233915683112e-05
"COA7",5.74127597751796e-05
"PPP1R13L",5.7408010553893e-05
"TMEM104",5.7388386111123e-05
"PSMD6",5.7388386111123e-05
"ADD2",5.73606484113728e-05
"AL590132.1",5.73399751858468e-05
"CAT",5.71752587859825e-05
"MAT1A",5.7163514945174e-05
"RAMP3",5.71608884531242e-05
"FASTKD2",5.71376213673712e-05
"RALGAPB",5.71184950924094e-05
"SKIV2L",5.70775058197619e-05
"C5orf15",5.7065480157352e-05
"ZNF648",5.7065480157352e-05
"GRTP1",5.70563910435713e-05
"EXO5",5.70456987257342e-05
"ZNF469",5.70456987257342e-05
"MRPL45",5.69888275528457e-05
"LCN8",5.69888055720885e-05
"TCTEX1D2",5.69802954149229e-05
"CYP19A1",5.69559340151593e-05
"NSDHL",5.69553780398755e-05
"GNG5",5.69553780398755e-05
"ATP6AP1",5.69186368346572e-05
"LILRB5",5.69186368346572e-05
"FBXO6",5.69186368346572e-05
"KHDRBS3",5.69186368346572e-05
"ANKLE1",5.69186368346572e-05
"CPLX1",5.69186368346572e-05
"NHLRC4",5.69186368346572e-05
"AL110118.1",5.69186368346572e-05
"DHX33",5.68802602918183e-05
"RBFOX3",5.68802602918183e-05
"AMBRA1",5.68795820361313e-05
"FCRLA",5.68789792354113e-05
"TSHZ2",5.68676659987943e-05
"PCMT1",5.68587530878037e-05
"TPRX1",5.68434739848408e-05
"CDC14A",5.6824682995059e-05
"AADACL2",5.6824682995059e-05
"FLYWCH1",5.68235278340396e-05
"PLAGL1",5.68235278340396e-05
"PRRC1",5.68235278340396e-05
"AARD",5.68193703874339e-05
"FER1L6",5.6816549463428e-05
"PTBP3",5.6724821749836e-05
"C1GALT1",5.67218700543492e-05
"ABCA6",5.66578275497664e-05
"PSMC1",5.66387475456912e-05
"MRPS22",5.66387475456912e-05
"AC011511.1",5.66270478536324e-05
"ZNF430",5.66209018645738e-05
"NUP88",5.65929183930228e-05
"FRY",5.65291717518683e-05
"PDK4",5.65080668418504e-05
"CCT6B",5.65080668418504e-05
"VPS37A",5.65080668418504e-05
"SPRED2",5.64957378125962e-05
"EFCAB12",5.64874961107073e-05
"ZNF197",5.64825838942768e-05
"CENPU",5.64748884505058e-05
"AIM2",5.64652630217966e-05
"ANKRD13D",5.64331602074091e-05
"KCNA2",5.64222885379877e-05
"OR51M1",5.63474375535647e-05
"DPH5",5.63250019352064e-05
"C11orf16",5.63140545326949e-05
"GORASP1",5.63050490648767e-05
"ANKRD9",5.62986478003999e-05
"COL5A3",5.62859743196411e-05
"MOV10L1",5.62624614269253e-05
"SIPA1",5.62611659693255e-05
"CATIP",5.62305260970855e-05
"INPP1",5.62275605007385e-05
"TULP4",5.61807003744345e-05
"MS4A6E",5.61806996112622e-05
"RTN1",5.61735383074446e-05
"TEX45",5.61669814219944e-05
"OGFOD2",5.61477001269107e-05
"CRIPT",5.61477001269107e-05
"WBP2",5.61477001269107e-05
"DENND1B",5.61311393085779e-05
"SCN5A",5.60911721976059e-05
"NCOA6",5.60911721976059e-05
"RPRD1B",5.60826484288333e-05
"COMMD10",5.60826484288333e-05
"TNF",5.59868093880525e-05
"NFIB",5.59520880955121e-05
"WASHC2A",5.59232224837783e-05
"LUC7L3",5.59209649220222e-05
"URI1",5.59122716455462e-05
"ERMAP",5.58670599811327e-05
"NDST2",5.58488812796263e-05
"RAB27A",5.584664755631e-05
"AK6",5.584664755631e-05
"NDUFC1",5.584664755631e-05
"BAG1",5.58250340778477e-05
"S100A3",5.58250340778477e-05
"FOXF2",5.58191815730908e-05
"FAT2",5.58059761403067e-05
"HES1",5.58024078088103e-05
"KIF6",5.58024078088103e-05
"EMX2",5.57824197279367e-05
"SPPL3",5.57720591146849e-05
"CACNA1G",5.57643213222686e-05
"ZNF558",5.5758558514093e-05
"YPEL5",5.57567702233049e-05
"CCR3",5.57567702233049e-05
"SLC39A13",5.57520232305418e-05
"ADGRD1",5.5708993792617e-05
"AGR2",5.56950526352978e-05
"SLC25A19",5.56747576594562e-05
"PCDHB7",5.56591988653973e-05
"C1orf109",5.56591988653973e-05
"FBXO38",5.56591988653973e-05
"APOB",5.56433057614145e-05
"COPA",5.56433057614145e-05
"C16orf89",5.56433057614145e-05
"POLD4",5.56433057614145e-05
"GRINA",5.56433057614145e-05
"WDR97",5.56433057614145e-05
"PGAM4",5.56433057614145e-05
"CAMK1",5.55872003283374e-05
"PARL",5.55872003283374e-05
"THEGL",5.55872003283374e-05
"RND3",5.55704507411345e-05
"CMPK2",5.55704507411345e-05
"RWDD4",5.55704507411345e-05
"ZNF730",5.55704507411345e-05
"HPDL",5.5570157099484e-05
"DOCK7",5.55680404540133e-05
"C16orf54",5.55680404540133e-05
"PHF12",5.55573784363861e-05
"STARD13",5.55573784363861e-05
"EPHB2",5.55573784363861e-05
"IGFBP5",5.55144137029428e-05
"DPY19L3",5.55089377631129e-05
"ARL4A",5.55064633537275e-05
"TUBB8",5.55057656441937e-05
"CPB2",5.55030888094886e-05
"SAMM50",5.54952539230796e-05
"TMEM232",5.54784927084347e-05
"PLA2G2D",5.5470764314407e-05
"PPP1R2B",5.5470764314407e-05
"TMEM150A",5.54692284291488e-05
"PKD1L1",5.54671573773137e-05
"SLC25A30",5.5438476755586e-05
"CACNB1",5.54076967688085e-05
"C1QTNF12",5.54024737865206e-05
"HIP1",5.5396037495829e-05
"TNIP2",5.53608302632832e-05
"ZBED6CL",5.53498367660731e-05
"RSKR",5.5343704929565e-05
"TAX1BP1",5.5315413568144e-05
"ODF2L",5.5315413568144e-05
"TANK",5.5315413568144e-05
"CAMK2D",5.5315413568144e-05
"BMP1",5.5315413568144e-05
"PAWR",5.5315413568144e-05
"OGA",5.5315413568144e-05
"RAB15",5.52655980116846e-05
"ALKBH3",5.52655980116846e-05
"MYBL1",5.52655980116846e-05
"APOC2",5.52655980116846e-05
"EIF5AL1",5.52655980116846e-05
"OR51Q1",5.52639567192201e-05
"FAM13B",5.52583095695326e-05
"USP8",5.52583095695326e-05
"BMPER",5.52583095695326e-05
"PLA2G1B",5.52306040152961e-05
"SNX7",5.52244220658071e-05
"COX4I1",5.51969310885089e-05
"ETHE1",5.51788400376467e-05
"FRMD3",5.51788400376467e-05
"ARFGEF2",5.51649691047215e-05
"COMMD2",5.5149374286073e-05
"MAP3K19",5.51181949671974e-05
"ASAP3",5.50905838429578e-05
"IL12B",5.50905838429578e-05
"RTKN",5.50905838429578e-05
"SLC34A3",5.50905838429578e-05
"KRT18",5.50840407579415e-05
"TRIM23",5.50147247222752e-05
"CSE1L",5.49391650056506e-05
"CCDC167",5.49368351276467e-05
"C15orf48",5.49219479922628e-05
"KLHL24",5.49074186222231e-05
"LINGO3",5.49074186222231e-05
"KRAS",5.48474631951252e-05
"ANKRA2",5.48307685122363e-05
"SLC35B1",5.48133836666651e-05
"MAN1C1",5.48065231301986e-05
"APTX",5.48014815311227e-05
"CCS",5.48014815311227e-05
"SOX2",5.48014815311227e-05
"SCFD1",5.48011616782325e-05
"USP13",5.47994428056996e-05
"FKBP1B",5.47975870992424e-05
"LGI2",5.47975870992424e-05
"UPF2",5.47758316069631e-05
"TMEM132C",5.47758316069631e-05
"RANBP17",5.47758316069631e-05
"ARL11",5.47757568908056e-05
"RGS4",5.476738364426e-05
"ZNF704",5.476738364426e-05
"ADAMTS12",5.47530890866164e-05
"ANKS3",5.47140571453491e-05
"ATMIN",5.46473305571563e-05
"NR2F1",5.46473305571563e-05
"RXYLT1",5.46463102812362e-05
"AL117339.4",5.46390897743671e-05
"VSIG10L2",5.45721408123036e-05
"TAOK3",5.45638988981263e-05
"ADARB1",5.4542665022036e-05
"B4GALNT1",5.45295635548343e-05
"IDH1",5.45295635548343e-05
"OR10H5",5.45148350233306e-05
"MRPS18A",5.45101845465457e-05
"RNF25",5.45101845465457e-05
"INKA2",5.45032972791869e-05
"SS18L2",5.45024968821571e-05
"COX4I2",5.45004097498236e-05
"C2orf15",5.44646607103288e-05
"SELENON",5.44193406186006e-05
"MARCKS",5.44164972810769e-05
"RHOV",5.44113177999698e-05
"CDK14",5.43775343829442e-05
"GSTO2",5.43775343829442e-05
"TRIM2",5.43775343829442e-05
"CLOCK",5.43775343829442e-05
"GDE1",5.43369433740748e-05
"KANSL2",5.43363641569855e-05
"SPA17",5.43204711631322e-05
"RLN1",5.43154080384962e-05
"NUP107",5.43154080384962e-05
"NDUFS6",5.43154080384962e-05
"ZNF185",5.43154080384962e-05
"CLDND2",5.43154080384962e-05
"ALCAM",5.43154080384962e-05
"VDAC1",5.43154080384962e-05
"ANKZF1",5.42858158831746e-05
"EIF3E",5.42819357718606e-05
"TOR2A",5.42776377610622e-05
"OXT",5.42619311028438e-05
"CSTA",5.42249762000212e-05
"AAGAB",5.42211520921913e-05
"PHC3",5.41986961551879e-05
"NOTCH1",5.41949740088134e-05
"IL4I1",5.41870703064677e-05
"PRR20G",5.41870703064677e-05
"ILK",5.41239216796423e-05
"PHOSPHO1",5.41239216796423e-05
"PLEKHG4",5.41239216796423e-05
"ANKLE2",5.41229884806936e-05
"SEPTIN3",5.41163114147756e-05
"FP565260.1",5.41163114147756e-05
"PPP1R1A",5.40866150831783e-05
"ENTPD5",5.4080621224194e-05
"TUT4",5.40708970273248e-05
"SPATA48",5.40708970273248e-05
"BPIFB4",5.40708970273248e-05
"TMEM87B",5.40656587368365e-05
"UBE2Z",5.40588027228778e-05
"RAD9A",5.40417957031919e-05
"EID1",5.40406108200349e-05
"CELF2",5.40240129503414e-05
"PHPT1",5.40240129503414e-05
"HEPH",5.40240129503414e-05
"EIF3J",5.40240129503414e-05
"IL18RAP",5.40240129503414e-05
"CCAR2",5.40240129503414e-05
"ACSL6",5.40240129503414e-05
"EXOC6B",5.40111703317587e-05
"LIG3",5.39971675815055e-05
"DNAH3",5.39929516407879e-05
"NSUN2",5.395592296173e-05
"CD82",5.39050943792225e-05
"KDM3A",5.38882928256062e-05
"GINS2",5.38882928256062e-05
"KLK1",5.3882703039856e-05
"TFPT",5.38759585045258e-05
"IL18R1",5.38759585045258e-05
"SIL1",5.38625923095125e-05
"DARS2",5.38500885565493e-05
"GNRH2",5.37940066417779e-05
"STK11IP",5.3776350326254e-05
"ABCD3",5.37732236842843e-05
"HINT3",5.37602729591195e-05
"ACTR1B",5.37602729591195e-05
"WASHC4",5.37464624314372e-05
"PMF1",5.37464624314372e-05
"CFAP36",5.37464624314372e-05
"SUSD5",5.37464624314372e-05
"CCHCR1",5.37464624314372e-05
"HYKK",5.37450903622208e-05
"DCAF4L1",5.3729526962673e-05
"GPA33",5.37021105568024e-05
"PDHA1",5.37005203037275e-05
"PEF1",5.37005203037275e-05
"VDAC3",5.36946318244923e-05
"TTC39C",5.36396794142492e-05
"CENPJ",5.36309528435802e-05
"STK25",5.3526502279413e-05
"WDR55",5.3511815870226e-05
"SNAPIN",5.3511815870226e-05
"DDX24",5.35115894484883e-05
"DYNAP",5.35101805362168e-05
"TRMO",5.35082312168352e-05
